date,price,level,levels,rooms,area,kitchen_area,geo_lat,geo_lon,building_type,object_type,postal_code,street_id,id_region,house_id
01-01-2021,1000000,1,1,3,68,11,45.4923847,42.1332456,4,0,356180,343628,26,1988099
01-01-2021,3450000,4,6,3,62,9,57.1512483,65.5889695,4,0,625048,136462,72,2629384
01-01-2021,5450000,2,17,2,54.7,17.1,44.6831175,37.7800038,3,0,353924,246582,23,2178236
01-01-2021,2050000,5,5,2,46,0,43.024408,44.6619571,2,0,362003,290898,15,1186513
01-01-2021,4000000,3,3,2,61.3,15,44.7386846,37.7136681,3,0,353960,439378,23,1213340
01-01-2021,1860000,3,5,3,58.2,7,48.8472148,44.5560462,4,0,400058,420205,34,1821881
01-01-2021,4200000,6,10,4,120,20,42.9671407,47.5354944,3,0,367007,540675,5,1654926
01-01-2021,1500000,2,5,2,55.2,9.3,45.9574372,33.7996991,5,0,296000,445921,91,1439532
01-01-2021,5970000,7,10,2,51.7,8.9,56.2911642,43.9116968,2,0,603034,337428,52,2003626
01-01-2021,4200000,12,25,-1,25.8,-100,60.0368892,30.2261228,3,2,190000,291085,78,2484205
01-01-2021,2600000,1,5,1,30,6,44.6993312,37.7831112,2,0,353923,226112,23,2608554
01-01-2021,7100000,3,16,3,78.1,12.3,52.2667892,104.3265025,3,0,664081,492098,38,2552545
01-01-2021,1750000,11,14,1,38,12.6,51.822302,55.174318,2,0,460060,,56,
01-01-2021,11340000,2,5,3,130,16.7,54.754511,55.996573,4,0,450058,222600,2,1465817
01-01-2021,3400000,1,2,2,43,0,44.7032041,37.7863291,0,0,353905,171066,23,2436513
01-01-2021,2700000,7,9,2,53,9,54.279602,48.29743,2,0,432029,,73,
01-01-2021,5800000,8,17,2,81.7,23,51.644787,39.168873,3,0,394055,,36,
01-01-2021,6000000,4,9,3,52.4,6,55.7496117,38.0076555,2,0,143980,235760,50,795929
01-01-2021,3900000,2,5,3,68.2,14.9,44.1967906,42.0473039,0,0,369015,166943,9,2628180
01-01-2021,3500000,7,9,3,61.5,8.7,56.10996,40.37477,0,0,600033,,33,
01-01-2021,1670000,4,5,3,61,6,56.3889292,61.9389994,4,0,623408,199317,66,687137
01-01-2021,3880000,1,9,2,60,9.5,50.5696764,36.5765002,0,0,308033,473680,31,2138731
01-01-2021,1850000,9,9,1,39,0,56.1255488,93.3334825,2,0,662501,,24,
01-01-2021,4380000,10,10,3,85,12,57.6387864,39.9494363,4,0,150065,368032,76,616411
01-01-2021,4764200,9,11,2,57.4,11.3,56.838607,60.605514,3,2,,,66,1104878
01-01-2021,5175000,7,17,1,39,10,55.8075249,37.9434,2,0,143902,226252,50,1683047
01-01-2021,1650000,6,20,1,19.5,4,56.7805182,60.6992904,0,0,620023,,66,2652227
01-01-2021,4090000,7,9,1,32,6,55.9819313,37.7430357,3,0,141033,129787,50,679371
01-01-2021,650000,2,2,1,38,-100,52.889061,36.34307,3,0,302512,,57,
01-01-2021,2800000,5,5,3,61,6,57.5893632,39.8638563,4,0,150048,510428,76,896293
01-01-2021,2000000,2,4,2,60.2,-100,55.2471398,61.3956963,4,0,454031,241136,74,2835575
01-01-2021,6700000,10,12,3,94.1,-100,53.3570823,83.7750952,3,2,656002,122318,22,1739426
01-01-2021,3900000,4,10,3,59,9,44.6292697,41.945838,4,0,357100,537524,26,2602575
01-01-2021,2350000,3,5,2,42,6,57.1541591,65.5772557,4,0,625048,123985,72,1083536
01-01-2021,2500000,20,20,-1,25,0,44.6727019,37.7873634,3,0,353924,175085,23,1259902
01-01-2021,5900000,7,9,3,76,8.3,51.6988612,94.4183629,2,0,667011,218348,17,1245571
01-01-2021,3100000,3,3,1,42,15,44.750924,37.7141333,3,0,353960,222442,23,1417131
01-01-2021,2600000,2,9,3,62.9,7.5,58.590813,49.59121,0,0,610045,,43,
01-01-2021,1800000,2,8,2,35,-100,57.1189872,65.6179624,2,0,625019,409546,72,1082282
01-01-2021,4500000,3,10,2,96,18,53.265244,34.3239217,0,0,241001,433867,32,2530844
01-01-2021,3750000,5,5,3,78,10,43.0265689,44.7076571,4,0,362019,559307,15,1800400
01-01-2021,3485000,13,17,2,62,12.5,51.7849433,55.0946359,2,0,460050,201977,56,2247245
01-01-2021,2250000,10,12,1,36.43,11.1,44.7566086,37.7225751,3,2,353960,224050,23,716660
01-01-2021,1600000,6,6,1,38,9,52.0224407,47.8439498,2,0,413863,346600,64,2666000
01-01-2021,1900000,4,9,1,30,6,53.3663231,83.6641028,2,0,656060,182406,22,1946447
01-01-2021,6574995,10,11,-1,31,-100,59.9367442,30.2517999,3,0,199406,172995,78,1780424
01-01-2021,3718427,3,17,1,41.27,0,55.4624497,37.700041,0,2,102321,,50,799789
01-01-2021,40336132,10,21,2,120,20,43.5854551,39.7231548,0,0,354000,,23,1357199
01-01-2021,1150000,17,17,-1,20,3,54.934666,83.11958,0,0,630068,312570,54,2047558
01-01-2021,1750000,4,5,2,31.9,-100,55.8025732,38.9795924,4,0,142600,542517,50,2294086
01-01-2021,7250000,21,24,2,60,11,60.0496489,30.428597,3,0,188669,174464,47,902072
01-01-2021,7718000,32,33,2,69.5,19.2,56.838607,60.605514,3,2,,,66,1104878
01-01-2021,3900000,1,5,3,67.8,10,57.1536573,65.5715539,4,0,625006,507621,72,2533206
01-01-2021,3400000,5,5,2,50,5,44.6993312,37.7831112,2,0,353923,226112,23,2608554
01-01-2021,7068330,12,13,1,42.3,18.7,55.638429,37.652912,0,2,,,78,
01-01-2021,2000000,1,5,1,30,6,57.994987,56.299377,2,0,614077,,59,
01-01-2021,2900000,4,16,1,36.21,10.1,44.6734796,37.7689778,2,2,353924,240026,23,1860883
01-01-2021,3100000,1,4,3,62.5,0,45.050947,41.9762141,0,0,355035,446215,26,1542826
01-01-2021,5300000,4,5,2,54.8,8.5,59.572716,30.11973,0,0,188300,,47,
01-01-2021,1000000,5,5,2,39.3,-100,51.876017,36.907463,4,0,306530,,46,
01-01-2021,1300000,5,9,1,29,0,54.267727,48.30057,0,0,432073,,73,
01-01-2021,6399000,16,19,-1,72,0,55.013206,82.8985996,2,2,630029,251925,54,646359
01-01-2021,750000,1,2,2,37,-100,58.366385,45.510575,4,0,157500,,44,
01-01-2021,2600000,7,9,1,33,0,57.1399134,65.5053563,2,0,625049,183448,72,884547
01-01-2021,5600000,7,16,2,55.9,0,61.242795,73.463981,0,0,628401,520427,86,2353556
01-01-2021,3000000,3,5,3,60,-100,45.0547245,38.9996018,4,0,350042,134296,23,1608743
01-01-2021,2180000,3,5,2,46.6,6,57.752775,40.990495,4,0,156019,,44,
01-01-2021,800000,2,5,1,30,-100,58.0856229,57.821606,5,0,618910,393621,59,1647430
01-01-2021,2700000,1,9,3,57,0,53.3539688,83.6776601,2,0,656057,342869,22,2569222
01-01-2021,1800000,1,5,1,36.6,-100,45.0307781,38.9658333,4,0,350000,345171,23,860979
01-01-2021,3900000,14,22,1,40.2,11,48.6856192,44.4870685,3,0,400074,,34,
01-01-2021,2125200,1,24,1,32.2,9.5,47.245924,39.689961,0,2,344079,203005,61,1262818
01-01-2021,6300000,15,25,1,38.9,-100,45.046412,38.979203,3,0,350020,346526,23,799494
01-01-2021,2376000,19,24,1,36,11.9,47.245924,39.689961,0,2,344079,203005,61,1262818
01-01-2021,2398500,24,25,1,36.9,0,47.245924,39.689961,0,2,344079,203005,61,1262818
01-01-2021,5200000,5,10,3,100,25,45.0922453,39.0083362,3,0,350024,439064,23,2750749
01-01-2021,5700000,11,16,2,56,10,44.6889835,37.7918159,3,0,353913,351003,23,2285007
01-01-2021,1350000,4,5,2,44.2,6,53.107281,48.423317,0,0,446009,,63,
01-01-2021,2660000,1,3,2,54.4,12,45.132986,42.021168,4,0,356240,,26,
01-01-2021,6250000,4,9,3,75.8,12.4,54.705345,20.52301,4,0,236006,,39,
01-01-2021,2200000,2,3,3,59.4,-100,54.4197216,86.305155,0,0,652600,582507,42,2117939
01-01-2021,2450000,1,5,3,62.7,0,53.264081,34.3243089,0,0,241001,,32,
01-01-2021,2509000,1,2,2,36.8,6.6,56.8891225,60.6206474,5,0,620091,245802,66,1018694
01-01-2021,3650000,9,9,1,47,11.5,44.7377454,37.7305128,3,0,353912,568636,23,2356636
01-01-2021,2500000,1,3,2,58,23,44.7837421,37.6991944,3,0,353991,342321,23,2420942
01-01-2021,3700000,3,5,3,98,25,48.1781661,40.7926979,4,0,347045,300075,61,2607302
01-01-2021,7400000,9,9,1,32.3,5.2,55.766357,37.712868,3,0,111020,394412,77,2183736
01-01-2021,3400000,6,9,1,36,10,44.890434,37.34177,3,0,353451,225102,23,1678711
01-01-2021,2300000,2,4,2,45.7,-100,57.6411167,39.8206923,0,0,150031,133895,76,1478500
01-01-2021,1650000,3,3,2,53,-100,56.0682218,44.1474797,2,0,607672,459664,52,1541194
01-01-2021,2220000,11,18,1,37.01,0,52.587696,39.523726,0,0,398004,,48,
01-01-2021,4600000,1,9,2,74,14,44.7377454,37.7305128,3,0,353912,568636,23,2356636
01-01-2021,1800000,9,10,-1,33.5,0,54.945149,82.959938,2,2,630022,519271,54,2192843
01-01-2021,2150000,1,5,3,58,0,54.4815311,53.4655972,0,0,452000,329186,2,2530033
01-01-2021,2750000,2,6,3,63.7,0,55.3381227,86.0634719,4,0,650055,306798,42,1573458
01-01-2021,590000,5,5,3,66,8,53.990941,48.328464,0,0,433393,,73,
01-01-2021,3000000,1,5,1,13.6,2,55.7401645,37.5469942,4,0,121165,152778,77,2173638
01-01-2021,8865000,11,13,2,66.7,14.6,59.8511787,30.4116573,4,2,192288,569976,78,1690045
01-01-2021,3000000,1,6,2,75,11.6,56.636802,47.8279808,4,0,424007,265249,12,938314
01-01-2021,16769040,13,42,3,65.3,-100,55.6776405,37.5870576,3,2,,194123,77,1242477
01-01-2021,2499000,5,5,2,43,6,54.8218993,56.1134263,2,0,450065,350222,2,916532
01-01-2021,2460000,8,9,1,38,-100,56.1264545,40.3466688,2,0,600028,480767,33,1085509
01-01-2021,16294780,11,42,3,62.6,-100,55.6776405,37.5870576,3,2,,194123,77,1242477
01-01-2021,25173570,19,22,2,90.5,0,55.7403565,37.5227471,0,2,121170,478059,77,2143866
01-01-2021,3143300,19,25,2,73.1,23.2,51.5034082,46.1579123,3,0,413106,193591,64,1282933
01-01-2021,5890000,7,10,1,43.3,12,56.838607,60.605514,4,2,,,66,1104878
01-01-2021,2881540,23,25,2,75.8,-100,51.5034082,46.1579123,3,0,413106,193591,64,1282933
01-01-2021,5020000,10,18,2,60,12,51.8374815,107.5791787,0,2,670000,570143,3,2446868
01-01-2021,8000000,1,5,4,90,0,61.23942,73.43794,0,0,628402,,86,
01-01-2021,50457103,10,21,3,150,50,43.5854551,39.7231548,0,0,354000,,23,1357199
01-01-2021,7600000,12,16,2,66.7,0,56.8284715,60.5885695,3,0,620014,585303,66,2029679
01-01-2021,10503090,17,31,1,42.3,12.4,55.8054647,37.7144696,3,2,107392,433375,77,2011990
01-01-2021,41148764,16,21,2,122,22,43.5854551,39.7231548,0,0,354000,,23,1357199
01-01-2021,16605790,10,42,3,65.3,-100,55.6776405,37.5870576,3,2,,194123,77,1242477
01-01-2021,4532000,9,10,1,43,4.7,44.8997618,37.3301085,3,0,353440,145581,23,1396806
01-01-2021,1470000,1,5,1,29,9,54.4869628,53.4832646,4,0,452602,,2,1012552
01-01-2021,2927701,12,17,-1,28.07,0,55.4624497,37.700041,0,2,102321,,50,799789
01-01-2021,2349000,7,25,1,34.8,9.8,47.245924,39.689961,0,2,344079,203005,61,1262818
01-01-2021,2224200,3,24,1,33.7,9.8,47.245924,39.689961,0,2,344079,203005,61,1262818
01-01-2021,550000,1,1,3,49.2,-100,58.314873,44.747267,6,0,157300,,44,
01-01-2021,1620000,1,9,1,36.6,8.4,48.77528,44.801166,0,0,404126,,34,
01-01-2021,1500000,1,1,2,45.6,11.7,45.0509707,34.60449,4,0,297600,392352,91,1479404
01-01-2021,1000000,1,2,3,58,-100,53.962763,38.1637751,5,0,301602,214267,71,1849959
01-01-2021,2200000,1,9,2,53,10.1,48.597074,44.424152,2,0,400059,431831,34,766868
01-01-2021,3000000,1,9,2,52.1,7.5,54.910457,52.2763338,1,0,423457,432953,16,2244645
01-01-2021,1050000,2,5,2,48.6,0,55.0793602,21.8934673,4,0,238750,179018,39,1532808
01-01-2021,1020000,2,3,1,23,4.7,52.969124,36.059994,0,0,302028,,57,
01-01-2021,3100000,1,9,2,42.4,5.98,64.512115,40.66939,2,0,163062,,29,
01-01-2021,18000000,10,11,4,153.3,0,56.0116624,92.8900974,4,0,660049,385730,24,2048192
01-01-2021,7900000,4,9,3,74,-100,59.8913945,30.4647111,2,0,193230,415324,78,944668
01-01-2021,1500000,5,5,2,53,9,55.94756,37.343775,0,0,107140,,37,
01-01-2021,1650000,14,18,-1,25,-100,47.3161942,39.7934183,2,0,344065,495262,61,1938265
01-01-2021,1600000,13,16,-1,23.5,-100,45.1024303,39.0339752,4,2,,538685,23,1652566
01-01-2021,3960000,6,10,2,58,12,53.2088357,50.1797925,2,0,443080,480698,63,1840897
01-01-2021,5889000,3,9,2,65.4,21.9,59.8091841,30.0823217,4,2,188507,466341,47,1004939
01-01-2021,1800000,5,5,3,64,-100,43.0399138,44.2237601,2,0,363246,480285,15,2528633
01-01-2021,2300000,4,16,1,37.8,10.4,45.0025688,39.0737225,5,0,350065,523822,23,2427486
01-01-2021,1250000,9,9,1,30,6,53.8944248,87.1160501,2,0,654044,170136,42,2048667
01-01-2021,1300000,2,5,2,49,9,45.3424262,42.849147,4,0,356530,537481,26,2506423
01-01-2021,4200000,13,14,2,54,22,57.1065328,65.567133,3,0,625033,451699,72,853877
01-01-2021,2100000,1,3,3,64,-100,52.2024175,107.6388035,2,0,671260,,3,1515247
01-01-2021,86000000,26,31,4,192.7,0,55.6527298,37.4755761,3,0,119571,525896,77,1625548
01-01-2021,2500000,1,4,1,30.6,6,44.7357301,37.7454705,3,0,353912,342761,23,1159090
01-01-2021,2600000,5,5,2,41.2,0,57.139984,65.5304,4,0,625008,391508,72,1794282
01-01-2021,4750000,8,9,2,63.7,18,61.2606076,73.2524282,3,0,628433,,86,1948998
01-01-2021,3850000,1,10,2,57.6,0,54.9808351,82.8461462,0,2,,533661,54,1646432
01-01-2021,4000000,7,9,1,49.6,25.2,45.0381364,38.9212563,0,0,350004,209279,23,2170951
01-01-2021,5150000,4,9,1,56.7,24,44.8925352,37.3379518,3,0,353451,379013,23,1171277
01-01-2021,3300000,2,15,3,80,9,56.1436041,47.1860848,0,0,428034,431040,21,2088406
01-01-2021,2200000,5,5,3,58,7,53.1575784,48.4808286,2,0,446001,378439,63,1377793
01-01-2021,1300000,1,2,2,53,-100,56.1849613,50.4116345,4,0,422050,504899,16,1229570
01-01-2021,2554500,4,24,1,39.3,18.7,45.073624,39.041699,0,2,350901,287609,23,2479869
01-01-2021,6418000,21,32,-1,20,5,55.8054647,37.7144696,3,2,107392,433375,77,2011990
01-01-2021,2000000,7,9,1,31.7,6.8,48.6114325,44.4296479,0,0,400067,,34,
01-01-2021,3500000,8,15,-1,30.82,0,54.999158,82.9505639,1,2,630083,256876,54,1537022
01-01-2021,10000000,3,10,4,142.4,0,56.0402615,92.9046334,4,0,660077,275162,24,684486
01-01-2021,8500000,3,3,2,76.5,16,44.593334,33.469125,0,0,299038,,92,
01-01-2021,1750000,5,5,2,58,0,54.0157668,38.2970915,0,0,301650,518986,71,1887095
01-01-2021,21000000,4,18,4,92.9,12,55.703682,37.774426,2,0,109443,212710,77,2330403
01-01-2021,2070000,9,9,1,31.9,6,48.716913,44.5116111,0,0,400087,,34,
01-01-2021,1500000,4,5,3,50.4,-100,67.939354,32.953266,4,0,184511,,51,
01-01-2021,2366000,19,26,1,55,15,51.5034082,46.1579123,3,0,413106,193591,64,1282933
01-01-2021,4100000,8,16,1,43.7,13.4,44.732803,37.751667,2,0,353907,342761,23,1671428
01-01-2021,1550000,1,9,-1,26,-100,53.6987661,91.4052248,4,0,655009,482386,19,1407631
01-01-2021,3500000,1,9,3,45,0,56.4841885,85.0224328,4,0,634021,578645,70,2379379
01-01-2021,2686370,2,15,-1,26.5,-100,59.89385,30.45181,3,2,193230,561440,78,2692866
01-01-2021,870000,9,9,2,51,9,54.0055438,86.7067081,4,0,652718,344423,42,618741
01-01-2021,3965000,20,23,1,30.5,13,60.030667,30.459275,0,2,195299,232807,78,1575857
01-01-2021,6220000,15,18,3,71,10,51.8374815,107.5791787,0,2,670000,570143,3,2446868
01-01-2021,5350000,7,9,2,65,12,56.0559108,92.8962619,1,2,660125,373170,24,1171299
01-01-2021,3550000,9,9,2,68.1,12.9,54.684059,20.571833,0,0,236034,,39,
01-01-2021,8200000,16,24,3,100,-100,45.1274616,38.9633307,3,2,,400564,23,927222
01-01-2021,4450000,1,4,-1,36,6,55.920769,37.880171,3,0,141075,582656,50,1817086
01-01-2021,3200000,5,17,2,43.6,0,57.5814688,39.9145764,0,0,150006,436018,76,1435982
01-01-2021,1650000,1,5,3,61,6,55.5337266,89.1867854,2,0,662312,,24,2077517
01-01-2021,2750000,4,5,1,32,6,56.011707,92.84001,0,0,660021,,24,
01-01-2021,1430000,1,9,1,28,0,56.585086,84.920511,4,0,636019,,70,
01-01-2021,7408788,17,17,1,37.11,12.92,59.966552,30.401271,1,2,195221,251072,78,2618084
01-01-2021,600000,2,5,1,32.8,8.4,57.1062506,61.3977824,2,0,624286,144555,66,2579079
01-01-2021,1200000,1,5,2,43.4,5.4,53.5261007,87.2773756,2,0,652741,353832,42,1702116
01-01-2021,1400000,1,2,2,50.1,4,46.352623,48.028328,4,0,414000,,30,
01-01-2021,4000000,10,10,3,86.96,12.96,54.9476889,82.9703743,2,2,630022,309495,54,864372
01-01-2021,3000000,2,2,3,56,-100,52.0399219,113.482198,4,0,672007,155021,75,1091996
01-01-2021,3000000,2,2,3,56,0,52.0399219,113.482198,4,0,672007,155021,75,1091996
01-01-2021,3300000,6,9,1,53,16,54.186146,45.165596,4,0,430005,,13,
01-01-2021,6750183,8,10,1,30.4,-100,59.8777956,30.4433046,4,2,192171,146825,78,1080729
01-01-2021,3565000,8,9,2,45,11,57.1195173,65.5243451,2,0,625062,451365,72,1562421
01-01-2021,3749538,9,17,1,41.34,0,55.4624497,37.700041,0,2,102321,,50,799789
01-01-2021,4400000,5,14,2,59,14,57.1337343,65.4956349,0,0,625018,505935,72,2177158
01-01-2021,4763545,25,26,2,60.67,23,56.8385216,60.6054911,0,2,620000,141737,66,2306642
01-01-2021,1500000,1,5,-1,31,0,55.145774,36.62569,1,0,249025,542285,40,2725373
01-01-2021,1580000,3,9,1,32.3,6,56.8764485,53.2767647,4,0,426053,177797,18,2102310
01-01-2021,6700000,3,5,2,41,5.4,55.6971281,37.8639911,4,0,140002,183874,50,2814809
01-01-2021,5050000,10,19,1,39.8,11.3,55.7943584,49.1114975,0,2,420061,131236,16,2294167
01-01-2021,3337000,4,12,3,70.2,14.3,58.2363746,68.2805991,3,2,626158,,72,1242028
01-01-2021,2395600,6,25,1,30.5,0,56.7801124,60.6993548,0,2,620000,,66,1632918
01-01-2021,3100000,3,5,3,59,9,44.6081542,40.1383814,0,0,385000,,1,
01-01-2021,8860255,5,15,1,46.9,17.4,55.590612,37.446138,0,2,,587420,77,2837707
01-01-2021,965000,5,9,1,37,8,52.038654,47.77185,0,0,413865,,64,
01-01-2021,1100000,4,5,2,45,6,56.1770066,34.56989,2,0,172332,374643,69,2428010
01-01-2021,4858300,3,25,1,51.1,-100,45.1274616,38.9633307,3,2,,400564,23,927222
01-01-2021,2090000,14,27,1,44,-100,54.60475,39.796903,3,2,390037,,62,
01-01-2021,1950000,4,5,2,35,0,57.1327243,65.5822106,4,0,625023,228530,72,1714063
01-01-2021,5170000,7,10,2,53.61,0,55.8619706,49.1990682,0,0,420096,,16,1704166
01-01-2021,2499000,5,5,2,54,0,56.346127,41.275458,2,0,601903,483252,33,912664
01-01-2021,1300000,3,4,2,45.1,-100,56.22305,51.07201,4,0,612964,,43,
01-01-2021,2126500,9,14,1,42.55,10.5,56.8200838,35.898655,0,2,170043,519001,69,2217524
01-01-2021,3300000,1,10,1,41.8,13.1,55.125896,82.894414,4,2,630040,579548,54,1627459
01-01-2021,10050000,7,8,2,70.8,-100,55.5294003,37.7123165,3,2,142701,,50,2347031
01-01-2021,7109656,14,16,1,38.6,16.3,55.590612,37.446138,0,2,,587420,77,2837707
01-01-2021,2400000,5,5,3,61.3,6,64.420815,40.796864,0,0,164902,,29,
01-01-2021,4700000,1,10,-1,67.4,5,55.125896,82.894414,4,2,630040,579548,54,1627459
01-01-2021,250000,1,2,2,52,-100,59.113809,46.148657,6,0,157650,,44,
01-01-2021,1970000,11,14,1,37.82,10.6,56.8200838,35.898655,0,2,170043,519001,69,2217524
01-01-2021,2800000,2,10,2,50,8.2,53.3766841,83.7165378,2,0,656010,348411,22,2365329
01-01-2021,3550000,8,10,1,48,-100,56.064452,92.9233868,4,0,660125,,24,
01-01-2021,2560000,3,5,2,47.3,6.7,51.9903475,113.5939828,0,0,672016,267334,75,2052270
01-01-2021,4350000,7,10,3,62.7,11,44.7415855,37.7238478,2,0,353912,568636,23,1196149
01-01-2021,4525511,12,17,1,38.09,12.9,55.5639247,37.8255637,0,2,,,50,2266087
01-01-2021,1950000,4,5,2,35,0,57.1327243,65.5822106,4,0,625023,228530,72,1714063
01-01-2021,3000000,7,10,4,90.4,-100,56.1476366,47.1634659,2,0,428009,247920,21,1991385
01-01-2021,4554193,16,17,1,38.09,12.9,55.5639247,37.8255637,0,2,,,50,2266087
01-01-2021,4800000,1,10,-1,67.2,7.1,55.125896,82.894414,4,2,630040,579548,54,1627459
01-01-2021,4800000,16,17,-1,28.3,5,55.9105782,37.7363579,3,2,141000,,50,2585216
01-01-2021,3000000,1,4,1,31,9,44.7031834,37.7882055,5,0,353905,252205,23,1311793
01-01-2021,3120000,14,18,-1,25,0,60.06271,30.424097,0,0,188669,435371,47,1181481
01-01-2021,7343614,2,15,1,41.2,19.9,55.590612,37.446138,0,2,,587420,77,2837707
01-01-2021,4600000,5,5,3,54,3.8,44.7017002,37.7870984,2,0,353905,,23,
01-01-2021,2900000,1,10,1,34.9,10.6,55.125896,82.894414,4,2,630040,579548,54,1627459
01-01-2021,1600000,12,22,-1,21.1,0,44.707143,37.772523,3,2,353915,564162,23,611932
01-01-2021,1780000,8,12,-1,30.46,0,57.6215477,39.8977411,4,0,150042,328126,76,706509
